engagement_id,customer_id,favorite_match_type,average_match_watch_time_minutes,matches_watched_per_season,preferred_ad_format,ad_click_rate,sports_content_watch_hours_per_week,engagement_during_csk_matches,engagement_during_rcb_matches,engagement_during_mi_matches,streaming_device_preference,second_screen_usage,social_media_activity_during_matches,engagement_potential_score
ENG001884,CUST1884,League Match,119,30,Banner Ad,0.08,5.4,56,54,54,Laptop,No,Low,51.7
ENG001885,CUST1885,Playoffs,218,71,Video Ad,0.28,18.9,91,94,91,Smart TV,Yes,High,93.5
ENG001886,CUST1886,Rivalry Match,201,66,Short Reel,0.31,20.3,93,97,92,Mobile,Yes,High,95.7
ENG001887,CUST1887,League Match,150,41,Influencer Promotion,0.15,8.7,65,68,65,Laptop,No,Medium,65.3
ENG001888,CUST1888,League Match,113,29,Banner Ad,0.07,5.2,55,54,51,Smart TV,No,Low,50.9
ENG001889,CUST1889,Finals,240,77,Short Reel,0.34,24.6,97,99,97,Mobile,Yes,High,99.2
ENG001890,CUST1890,Rivalry Match,183,57,Video Ad,0.22,14.6,85,89,85,Laptop,Yes,Medium,86.3
ENG001891,CUST1891,League Match,157,44,Influencer Promotion,0.17,10.3,70,69,69,Mobile,Yes,Medium,69.7
ENG001892,CUST1892,League Match,121,32,Banner Ad,0.09,6.6,58,57,55,Smart TV,No,Low,54.8
ENG001893,CUST1893,Playoffs,228,75,Short Reel,0.32,22.6,96,98,96,Mobile,Yes,High,97.9
ENG001894,CUST1894,League Match,105,24,Banner Ad,0.05,4.5,48,48,46,Laptop,No,Low,46.2
ENG001895,CUST1895,Finals,248,79,Short Reel,0.35,26.4,99,99,98,Mobile,Yes,High,100.0
ENG001896,CUST1896,Rivalry Match,192,62,Video Ad,0.25,16.6,89,92,89,Smart TV,Yes,High,91.6
ENG001897,CUST1897,League Match,148,40,Influencer Promotion,0.14,8.3,64,67,64,Laptop,No,Medium,63.7
ENG001898,CUST1898,League Match,128,35,Banner Ad,0.10,6.9,60,59,57,Smart TV,No,Low,57.1
ENG001899,CUST1899,Playoffs,221,72,Short Reel,0.30,20.9,93,96,93,Mobile,Yes,High,95.9
ENG001900,CUST1900,League Match,111,27,Banner Ad,0.06,5.1,51,50,48,Laptop,No,Low,48.5
ENG001901,CUST1901,Rivalry Match,197,64,Video Ad,0.24,15.8,90,92,89,Smart TV,Yes,Medium,89.9
ENG001902,CUST1902,League Match,153,44,Influencer Promotion,0.16,9.6,67,70,67,Mobile,Yes,Medium,68.4
ENG001903,CUST1903,Finals,245,78,Short Reel,0.35,26.0,99,99,98,Mobile,Yes,High,100.0
ENG001904,CUST1904,League Match,117,31,Banner Ad,0.08,5.7,57,55,53,Laptop,No,Low,52.6
ENG001905,CUST1905,Playoffs,215,69,Video Ad,0.26,18.4,89,93,89,Smart TV,Yes,High,92.5
ENG001906,CUST1906,Rivalry Match,204,67,Short Reel,0.32,21.2,94,97,94,Mobile,Yes,High,96.4
ENG001907,CUST1907,League Match,149,40,Influencer Promotion,0.15,8.5,65,67,65,Laptop,No,Medium,64.8
ENG001908,CUST1908,League Match,123,33,Banner Ad,0.09,6.2,58,57,55,Smart TV,No,Low,55.1
ENG001909,CUST1909,Finals,238,76,Short Reel,0.33,24.3,96,98,96,Mobile,Yes,High,98.6
ENG001910,CUST1910,Rivalry Match,184,58,Video Ad,0.21,14.0,85,88,84,Laptop,Yes,Medium,85.2
ENG001911,CUST1911,League Match,160,46,Influencer Promotion,0.18,10.6,71,73,71,Mobile,Yes,Medium,71.8
ENG001912,CUST1912,League Match,126,35,Banner Ad,0.10,6.8,60,58,57,Smart TV,No,Low,57.3
ENG001913,CUST1913,Playoffs,229,75,Short Reel,0.33,22.8,96,98,96,Mobile,Yes,High,98.2
ENG001914,CUST1914,League Match,109,25,Banner Ad,0.06,5.0,49,48,46,Laptop,No,Low,46.7
ENG001915,CUST1915,Finals,251,80,Short Reel,0.35,27.2,99,99,98,Mobile,Yes,High,100.0
ENG001916,CUST1916,Rivalry Match,193,61,Video Ad,0.23,15.1,87,90,86,Smart TV,Yes,Medium,88.1
ENG001917,CUST1917,League Match,145,38,Influencer Promotion,0.14,7.9,62,65,62,Laptop,No,Medium,62.4
ENG001918,CUST1918,League Match,130,36,Banner Ad,0.11,7.0,61,60,58,Smart TV,No,Low,58.0
ENG001919,CUST1919,Playoffs,224,73,Short Reel,0.30,21.1,93,96,93,Mobile,Yes,High,96.1
ENG001920,CUST1920,League Match,114,28,Banner Ad,0.07,5.3,53,52,50,Laptop,No,Low,49.8
ENG001921,CUST1921,Rivalry Match,199,63,Short Reel,0.31,19.9,93,96,91,Mobile,Yes,High,95.3
ENG001922,CUST1922,League Match,137,41,Video Ad,0.16,9.4,68,66,62,Laptop,No,Medium,66.3
ENG001923,CUST1923,Playoffs,224,75,Influencer Promotion,0.34,23.0,96,96,94,Mobile,Yes,High,98.3
ENG001924,CUST1924,League Match,110,29,Banner Ad,0.07,5.5,55,53,50,Smart TV,No,Low,50.7
ENG001925,CUST1925,Finals,251,80,Short Reel,0.35,26.0,99,99,98,Mobile,Yes,High,100.0
ENG001926,CUST1926,League Match,157,45,Video Ad,0.18,11.0,72,74,71,Laptop,No,Medium,70.9
ENG001927,CUST1927,Rivalry Match,206,67,Short Reel,0.33,21.6,95,98,93,Mobile,Yes,High,96.8
ENG001928,CUST1928,League Match,178,44,Video Ad,0.15,9.2,66,63,65,Smart TV,No,Low,62.9
ENG001929,CUST1929,Playoffs,214,70,Influencer Promotion,0.30,19.9,91,95,90,Mobile,Yes,High,93.9
ENG001930,CUST1930,League Match,101,24,Banner Ad,0.05,4.2,47,50,46,Laptop,No,Low,45.7
ENG001931,CUST1931,Rivalry Match,188,59,Short Reel,0.29,17.8,89,94,88,Mobile,Yes,High,91.8
ENG001932,CUST1932,League Match,145,40,Video Ad,0.13,8.1,64,61,63,Smart TV,No,Medium,60.7
ENG001933,CUST1933,Playoffs,233,77,Influencer Promotion,0.35,24.3,98,97,96,Mobile,Yes,High,99.3
ENG001934,CUST1934,League Match,117,31,Banner Ad,0.08,6.0,58,56,53,Laptop,No,Low,52.4
ENG001935,CUST1935,Finals,244,80,Short Reel,0.35,27.1,99,99,98,Mobile,Yes,High,100.0
ENG001936,CUST1936,Rivalry Match,197,65,Video Ad,0.21,12.8,87,91,87,Laptop,Yes,Medium,87.7
ENG001937,CUST1937,League Match,156,43,Influencer Promotion,0.16,10.1,69,71,67,Mobile,Yes,Medium,69.1
ENG001938,CUST1938,League Match,125,34,Banner Ad,0.09,6.5,59,58,56,Smart TV,No,Low,55.8
ENG001939,CUST1939,Playoffs,227,74,Short Reel,0.31,21.7,95,98,94,Mobile,Yes,High,97.1
ENG001940,CUST1940,League Match,108,25,Banner Ad,0.06,4.9,50,49,47,Laptop,No,Low,47.7
ENG001941,CUST1941,Rivalry Match,190,60,Video Ad,0.23,13.8,88,91,87,Smart TV,Yes,Medium,88.7
ENG001942,CUST1942,League Match,161,48,Influencer Promotion,0.19,11.1,73,75,72,Mobile,Yes,Medium,72.9
ENG001943,CUST1943,Finals,252,80,Short Reel,0.35,27.1,99,99,98,Mobile,Yes,High,100.0
ENG001944,CUST1944,League Match,119,30,Banner Ad,0.08,5.4,56,54,54,Laptop,No,Low,51.7
ENG001945,CUST1945,Playoffs,218,71,Video Ad,0.28,18.9,91,94,91,Smart TV,Yes,High,93.5
ENG001946,CUST1946,Rivalry Match,201,66,Short Reel,0.31,20.3,93,97,92,Mobile,Yes,High,95.7
ENG001947,CUST1947,League Match,150,41,Influencer Promotion,0.15,8.7,65,68,65,Laptop,No,Medium,65.3
ENG001948,CUST1948,League Match,113,29,Banner Ad,0.07,5.2,55,54,51,Smart TV,No,Low,50.9
ENG001949,CUST1949,Finals,240,77,Short Reel,0.34,24.6,97,99,97,Mobile,Yes,High,99.2
ENG001950,CUST1950,Rivalry Match,183,57,Video Ad,0.22,14.6,85,89,85,Laptop,Yes,Medium,86.3
ENG001951,CUST1951,League Match,157,44,Influencer Promotion,0.17,10.3,70,69,69,Mobile,Yes,Medium,69.7
ENG001952,CUST1952,League Match,121,32,Banner Ad,0.09,6.6,58,57,55,Smart TV,No,Low,54.8
ENG001953,CUST1953,Playoffs,228,75,Short Reel,0.32,22.6,96,98,96,Mobile,Yes,High,97.9
ENG001954,CUST1954,League Match,105,24,Banner Ad,0.05,4.5,48,48,46,Laptop,No,Low,46.2
ENG001955,CUST1955,Finals,248,79,Short Reel,0.35,26.4,99,99,98,Mobile,Yes,High,100.0
ENG001956,CUST1956,Rivalry Match,192,62,Video Ad,0.25,16.6,89,92,89,Smart TV,Yes,High,91.6
ENG001957,CUST1957,League Match,148,40,Influencer Promotion,0.14,8.3,64,67,64,Laptop,No,Medium,63.7
ENG001958,CUST1958,League Match,128,35,Banner Ad,0.10,6.9,60,59,57,Smart TV,No,Low,57.1
ENG001959,CUST1959,Playoffs,221,72,Short Reel,0.30,20.9,93,96,93,Mobile,Yes,High,95.9
ENG001960,CUST1960,League Match,111,27,Banner Ad,0.06,5.1,51,50,48,Laptop,No,Low,48.5
ENG001961,CUST1961,Rivalry Match,197,64,Video Ad,0.24,15.8,90,92,89,Smart TV,Yes,Medium,89.9
ENG001962,CUST1962,League Match,153,44,Influencer Promotion,0.16,9.6,67,70,67,Mobile,Yes,Medium,68.4
ENG001963,CUST1963,Finals,245,78,Short Reel,0.35,26.0,99,99,98,Mobile,Yes,High,100.0
ENG001964,CUST1964,League Match,117,31,Banner Ad,0.08,5.7,57,55,53,Laptop,No,Low,52.6
ENG001965,CUST1965,Playoffs,215,69,Video Ad,0.26,18.4,89,93,89,Smart TV,Yes,High,92.5
ENG001966,CUST1966,Rivalry Match,204,67,Short Reel,0.32,21.2,94,97,94,Mobile,Yes,High,96.4
ENG001967,CUST1967,League Match,149,40,Influencer Promotion,0.15,8.5,65,67,65,Laptop,No,Medium,64.8
ENG001968,CUST1968,League Match,123,33,Banner Ad,0.09,6.2,58,57,55,Smart TV,No,Low,55.1
ENG001969,CUST1969,Finals,238,76,Short Reel,0.33,24.3,96,98,96,Mobile,Yes,High,98.6
ENG001970,CUST1970,Rivalry Match,184,58,Video Ad,0.21,14.0,85,88,84,Laptop,Yes,Medium,85.2
ENG001971,CUST1971,League Match,160,46,Influencer Promotion,0.18,10.6,71,73,71,Mobile,Yes,Medium,71.8
ENG001972,CUST1972,League Match,126,35,Banner Ad,0.10,6.8,60,58,57,Smart TV,No,Low,57.3
ENG001973,CUST1973,Playoffs,229,75,Short Reel,0.33,22.8,96,98,96,Mobile,Yes,High,98.2
ENG001974,CUST1974,League Match,109,25,Banner Ad,0.06,5.0,49,48,46,Laptop,No,Low,46.7
ENG001975,CUST1975,Finals,251,80,Short Reel,0.35,27.2,99,99,98,Mobile,Yes,High,100.0
ENG001976,CUST1976,Rivalry Match,193,61,Video Ad,0.23,15.1,87,90,86,Smart TV,Yes,Medium,88.1
ENG001977,CUST1977,League Match,145,38,Influencer Promotion,0.14,7.9,62,65,62,Laptop,No,Medium,62.4
ENG001978,CUST1978,League Match,130,36,Banner Ad,0.11,7.0,61,60,58,Smart TV,No,Low,58.0
ENG001979,CUST1979,Playoffs,224,73,Short Reel,0.30,21.1,93,96,93,Mobile,Yes,High,96.1
ENG001980,CUST1980,League Match,114,28,Banner Ad,0.07,5.3,53,52,50,Laptop,No,Low,49.8
ENG001981,CUST1981,Rivalry Match,199,63,Short Reel,0.31,19.9,93,96,91,Mobile,Yes,High,95.3
ENG001982,CUST1982,League Match,137,41,Video Ad,0.16,9.4,68,66,62,Laptop,No,Medium,66.3
ENG001983,CUST1983,Playoffs,224,75,Influencer Promotion,0.34,23.0,96,96,94,Mobile,Yes,High,98.3
ENG001984,CUST1984,League Match,110,29,Banner Ad,0.07,5.5,55,53,50,Smart TV,No,Low,50.7
ENG001985,CUST1985,Finals,251,80,Short Reel,0.35,26.0,99,99,98,Mobile,Yes,High,100.0
ENG001986,CUST1986,League Match,157,45,Video Ad,0.18,11.0,72,74,71,Laptop,No,Medium,70.9
ENG001987,CUST1987,Rivalry Match,206,67,Short Reel,0.33,21.6,95,98,93,Mobile,Yes,High,96.8
ENG001988,CUST1988,League Match,178,44,Video Ad,0.15,9.2,66,63,65,Smart TV,No,Low,62.9
ENG001989,CUST1989,Playoffs,214,70,Influencer Promotion,0.30,19.9,91,95,90,Mobile,Yes,High,93.9
ENG001990,CUST1990,League Match,101,24,Banner Ad,0.05,4.2,47,50,46,Laptop,No,Low,45.7
ENG001991,CUST1991,Rivalry Match,188,59,Short Reel,0.29,17.8,89,94,88,Mobile,Yes,High,91.8
ENG001992,CUST1992,League Match,145,40,Video Ad,0.13,8.1,64,61,63,Smart TV,No,Medium,60.7
ENG001993,CUST1993,Playoffs,233,77,Influencer Promotion,0.35,24.3,98,97,96,Mobile,Yes,High,99.3
ENG001994,CUST1994,League Match,117,31,Banner Ad,0.08,6.0,58,56,53,Laptop,No,Low,52.4
ENG001995,CUST1995,Finals,244,80,Short Reel,0.35,27.1,99,99,98,Mobile,Yes,High,100.0
ENG001996,CUST1996,Rivalry Match,197,65,Video Ad,0.21,12.8,87,91,87,Laptop,Yes,Medium,87.7
ENG001997,CUST1997,League Match,156,43,Influencer Promotion,0.16,10.1,69,71,67,Mobile,Yes,Medium,69.1
ENG001998,CUST1998,League Match,125,34,Banner Ad,0.09,6.5,59,58,56,Smart TV,No,Low,55.8
ENG001999,CUST1999,Playoffs,227,74,Short Reel,0.31,21.7,95,98,94,Mobile,Yes,High,97.1
ENG002000,CUST2000,League Match,108,25,Banner Ad,0.06,4.9,50,49,47,Laptop,No,Low,47.7
ENG002001,CUST2001,Rivalry Match,200,64,Short Reel,0.32,20.1,94,96,92,Mobile,Yes,High,95.5
ENG002002,CUST2002,League Match,138,42,Video Ad,0.17,9.5,69,67,63,Laptop,No,Medium,66.5
ENG002003,CUST2003,Playoffs,225,76,Influencer Promotion,0.34,23.2,97,96,95,Mobile,Yes,High,98.5
ENG002004,CUST2004,League Match,111,29,Banner Ad,0.07,5.6,56,54,51,Smart TV,No,Low,50.9
ENG002005,CUST2005,Finals,252,80,Short Reel,0.35,26.2,99,99,98,Mobile,Yes,High,100.0
ENG002006,CUST2006,League Match,158,46,Video Ad,0.18,11.2,73,75,72,Laptop,No,Medium,71.1
ENG002007,CUST2007,Rivalry Match,207,68,Short Reel,0.33,21.8,96,98,94,Mobile,Yes,High,97.0
ENG002008,CUST2008,League Match,179,45,Video Ad,0.15,9.3,67,64,66,Smart TV,No,Low,63.1
ENG002009,CUST2009,Playoffs,215,71,Influencer Promotion,0.30,20.1,92,95,91,Mobile,Yes,High,94.1
ENG002010,CUST2010,League Match,102,24,Banner Ad,0.05,4.3,48,50,47,Laptop,No,Low,45.9
ENG002011,CUST2011,Rivalry Match,189,60,Short Reel,0.29,18.0,90,94,89,Mobile,Yes,High,92.0
ENG002012,CUST2012,League Match,146,41,Video Ad,0.13,8.2,65,62,64,Smart TV,No,Medium,60.9
ENG002013,CUST2013,Playoffs,234,78,Influencer Promotion,0.35,24.5,98,97,96,Mobile,Yes,High,99.5
ENG002014,CUST2014,League Match,118,31,Banner Ad,0.08,6.1,59,57,54,Laptop,No,Low,52.6
ENG002015,CUST2015,Finals,245,80,Short Reel,0.35,27.3,99,99,98,Mobile,Yes,High,100.0
ENG002016,CUST2016,Rivalry Match,198,66,Video Ad,0.22,12.9,88,91,88,Laptop,Yes,Medium,87.9
ENG002017,CUST2017,League Match,157,44,Influencer Promotion,0.16,10.2,70,72,68,Mobile,Yes,Medium,69.3
ENG002018,CUST2018,League Match,126,35,Banner Ad,0.09,6.6,60,59,57,Smart TV,No,Low,56.0
ENG002019,CUST2019,Playoffs,228,75,Short Reel,0.31,21.9,96,98,95,Mobile,Yes,High,97.3
ENG002020,CUST2020,League Match,109,25,Banner Ad,0.06,5.0,51,49,48,Laptop,No,Low,47.9
ENG002021,CUST2021,Rivalry Match,191,61,Video Ad,0.23,14.0,89,92,88,Smart TV,Yes,Medium,88.9
ENG002022,CUST2022,League Match,162,49,Influencer Promotion,0.19,11.3,74,76,73,Mobile,Yes,Medium,73.1
ENG002023,CUST2023,Finals,253,80,Short Reel,0.35,27.3,99,99,98,Mobile,Yes,High,100.0
ENG002024,CUST2024,League Match,120,30,Banner Ad,0.08,5.5,57,55,55,Laptop,No,Low,51.9
ENG002025,CUST2025,Playoffs,219,72,Video Ad,0.28,19.1,92,94,92,Smart TV,Yes,High,93.7
ENG002026,CUST2026,Rivalry Match,202,67,Short Reel,0.32,20.5,94,97,93,Mobile,Yes,High,95.9
ENG002027,CUST2027,League Match,151,42,Influencer Promotion,0.15,8.8,66,69,66,Laptop,No,Medium,65.5
ENG002028,CUST2028,League Match,114,29,Banner Ad,0.07,5.3,56,55,52,Smart TV,No,Low,51.1
ENG002029,CUST2029,Finals,241,78,Short Reel,0.34,24.8,98,99,97,Mobile,Yes,High,99.4
ENG002030,CUST2030,Rivalry Match,184,58,Video Ad,0.22,14.8,86,89,86,Laptop,Yes,Medium,86.5
ENG002031,CUST2031,League Match,158,45,Influencer Promotion,0.17,10.5,71,70,70,Mobile,Yes,Medium,69.9
ENG002032,CUST2032,League Match,122,33,Banner Ad,0.09,6.7,59,58,56,Smart TV,No,Low,55.0
ENG002033,CUST2033,Playoffs,229,76,Short Reel,0.32,22.8,97,98,96,Mobile,Yes,High,98.1
ENG002034,CUST2034,League Match,106,24,Banner Ad,0.05,4.6,49,49,47,Laptop,No,Low,46.4
ENG002035,CUST2035,Finals,249,79,Short Reel,0.35,26.6,99,99,98,Mobile,Yes,High,100.0
ENG002036,CUST2036,Rivalry Match,193,63,Video Ad,0.25,16.8,90,92,90,Smart TV,Yes,High,91.8
ENG002037,CUST2037,League Match,149,41,Influencer Promotion,0.14,8.4,65,68,65,Laptop,No,Medium,63.9
ENG002038,CUST2038,League Match,129,36,Banner Ad,0.10,7.0,61,60,58,Smart TV,No,Low,57.3
ENG002039,CUST2039,Playoffs,222,73,Short Reel,0.30,21.1,94,96,94,Mobile,Yes,High,96.1
ENG002040,CUST2040,League Match,112,28,Banner Ad,0.06,5.2,52,51,49,Laptop,No,Low,48.7
ENG002041,CUST2041,Rivalry Match,198,65,Video Ad,0.24,16.0,91,92,90,Smart TV,Yes,Medium,90.1
ENG002042,CUST2042,League Match,154,45,Influencer Promotion,0.16,9.7,68,71,68,Mobile,Yes,Medium,68.6
ENG002043,CUST2043,Finals,246,79,Short Reel,0.35,26.2,99,99,98,Mobile,Yes,High,100.0
ENG002044,CUST2044,League Match,118,32,Banner Ad,0.08,5.8,58,56,54,Laptop,No,Low,52.8
ENG002045,CUST2045,Playoffs,216,70,Video Ad,0.26,18.6,90,93,90,Smart TV,Yes,High,92.7
ENG002046,CUST2046,Rivalry Match,205,68,Short Reel,0.32,21.4,95,97,95,Mobile,Yes,High,96.6
ENG002047,CUST2047,League Match,150,41,Influencer Promotion,0.15,8.6,66,68,66,Laptop,No,Medium,65.0
ENG002048,CUST2048,League Match,124,34,Banner Ad,0.09,6.3,59,58,56,Smart TV,No,Low,55.3
ENG002049,CUST2049,Finals,239,77,Short Reel,0.33,24.5,97,98,97,Mobile,Yes,High,98.8
ENG002050,CUST2050,Rivalry Match,185,59,Video Ad,0.21,14.2,86,88,85,Laptop,Yes,Medium,85.4
ENG002051,CUST2051,League Match,161,47,Influencer Promotion,0.18,10.8,72,74,72,Mobile,Yes,Medium,72.0
ENG002052,CUST2052,League Match,127,36,Banner Ad,0.10,6.9,61,59,58,Smart TV,No,Low,57.5
ENG002053,CUST2053,Playoffs,230,76,Short Reel,0.33,23.0,97,98,96,Mobile,Yes,High,98.4
ENG002054,CUST2054,League Match,110,26,Banner Ad,0.06,5.1,50,49,47,Laptop,No,Low,46.9
ENG002055,CUST2055,Finals,252,80,Short Reel,0.35,27.4,99,99,98,Mobile,Yes,High,100.0
ENG002056,CUST2056,Rivalry Match,194,62,Video Ad,0.23,15.3,88,90,87,Smart TV,Yes,Medium,88.3
ENG002057,CUST2057,League Match,146,39,Influencer Promotion,0.14,8.0,63,66,63,Laptop,No,Medium,62.6
ENG002058,CUST2058,League Match,131,37,Banner Ad,0.11,7.2,62,61,59,Smart TV,No,Low,58.2
ENG002059,CUST2059,Playoffs,225,74,Short Reel,0.30,21.3,94,96,94,Mobile,Yes,High,96.3
ENG002060,CUST2060,League Match,115,29,Banner Ad,0.07,5.4,54,53,51,Laptop,No,Low,50.0
ENG002061,CUST2061,Rivalry Match,200,64,Short Reel,0.32,20.1,94,96,92,Mobile,Yes,High,95.5
ENG002062,CUST2062,League Match,138,42,Video Ad,0.17,9.5,69,67,63,Laptop,No,Medium,66.5
ENG002063,CUST2063,Playoffs,225,76,Influencer Promotion,0.34,23.2,97,96,95,Mobile,Yes,High,98.5
ENG002064,CUST2064,League Match,111,29,Banner Ad,0.07,5.6,56,54,51,Smart TV,No,Low,50.9
ENG002065,CUST2065,Finals,252,80,Short Reel,0.35,26.2,99,99,98,Mobile,Yes,High,100.0
ENG002066,CUST2066,League Match,158,46,Video Ad,0.18,11.2,73,75,72,Laptop,No,Medium,71.1
ENG002067,CUST2067,Rivalry Match,207,68,Short Reel,0.33,21.8,96,98,94,Mobile,Yes,High,97.0
ENG002068,CUST2068,League Match,179,45,Video Ad,0.15,9.3,67,64,66,Smart TV,No,Low,63.1
ENG002069,CUST2069,Playoffs,215,71,Influencer Promotion,0.30,20.1,92,95,91,Mobile,Yes,High,94.1
ENG002070,CUST2070,League Match,102,24,Banner Ad,0.05,4.3,48,50,47,Laptop,No,Low,45.9
ENG002071,CUST2071,Rivalry Match,189,60,Short Reel,0.29,18.0,90,94,89,Mobile,Yes,High,92.0
ENG002072,CUST2072,League Match,146,41,Video Ad,0.13,8.2,65,62,64,Smart TV,No,Medium,60.9
ENG002073,CUST2073,Playoffs,234,78,Influencer Promotion,0.35,24.5,98,97,96,Mobile,Yes,High,99.5
ENG002074,CUST2074,League Match,118,31,Banner Ad,0.08,6.1,59,57,54,Laptop,No,Low,52.6
ENG002075,CUST2075,Finals,245,80,Short Reel,0.35,27.3,99,99,98,Mobile,Yes,High,100.0
ENG002076,CUST2076,Rivalry Match,198,66,Video Ad,0.22,12.9,88,91,88,Laptop,Yes,Medium,87.9
ENG002077,CUST2077,League Match,157,44,Influencer Promotion,0.16,10.2,70,72,68,Mobile,Yes,Medium,69.3
ENG002078,CUST2078,League Match,126,35,Banner Ad,0.09,6.6,60,59,57,Smart TV,No,Low,56.0
ENG002079,CUST2079,Playoffs,228,75,Short Reel,0.31,21.9,96,98,95,Mobile,Yes,High,97.3
ENG002080,CUST2080,League Match,109,25,Banner Ad,0.06,5.0,51,49,48,Laptop,No,Low,47.9
ENG002081,CUST2081,Rivalry Match,191,61,Video Ad,0.23,14.0,89,92,88,Smart TV,Yes,Medium,88.9
ENG002082,CUST2082,League Match,162,49,Influencer Promotion,0.19,11.3,74,76,73,Mobile,Yes,Medium,73.1
ENG002083,CUST2083,Finals,253,80,Short Reel,0.35,27.3,99,99,98,Mobile,Yes,High,100.0
ENG002084,CUST2084,League Match,120,30,Banner Ad,0.08,5.5,57,55,55,Laptop,No,Low,51.9
ENG002085,CUST2085,Playoffs,219,72,Video Ad,0.28,19.1,92,94,92,Smart TV,Yes,High,93.7
ENG002086,CUST2086,Rivalry Match,202,67,Short Reel,0.32,20.5,94,97,93,Mobile,Yes,High,95.9
ENG002087,CUST2087,League Match,151,42,Influencer Promotion,0.15,8.8,66,69,66,Laptop,No,Medium,65.5
ENG002088,CUST2088,League Match,114,29,Banner Ad,0.07,5.3,56,55,52,Smart TV,No,Low,51.1
ENG002089,CUST2089,Finals,241,78,Short Reel,0.34,24.8,98,99,97,Mobile,Yes,High,99.4
ENG002090,CUST2090,Rivalry Match,184,58,Video Ad,0.22,14.8,86,89,86,Laptop,Yes,Medium,86.5
ENG002091,CUST2091,League Match,158,45,Influencer Promotion,0.17,10.5,71,70,70,Mobile,Yes,Medium,69.9
ENG002092,CUST2092,League Match,122,33,Banner Ad,0.09,6.7,59,58,56,Smart TV,No,Low,55.0
ENG002093,CUST2093,Playoffs,229,76,Short Reel,0.32,22.8,97,98,96,Mobile,Yes,High,98.1
ENG002094,CUST2094,League Match,106,24,Banner Ad,0.05,4.6,49,49,47,Laptop,No,Low,46.4
ENG002095,CUST2095,Finals,249,79,Short Reel,0.35,26.6,99,99,98,Mobile,Yes,High,100.0
ENG002096,CUST2096,Rivalry Match,193,63,Video Ad,0.25,16.8,90,92,90,Smart TV,Yes,High,91.8
ENG002097,CUST2097,League Match,149,41,Influencer Promotion,0.14,8.4,65,68,65,Laptop,No,Medium,63.9
ENG002098,CUST2098,League Match,129,36,Banner Ad,0.10,7.0,61,60,58,Smart TV,No,Low,57.3
ENG002099,CUST2099,Playoffs,222,73,Short Reel,0.30,21.1,94,96,94,Mobile,Yes,High,96.1
ENG002100,CUST2100,League Match,112,28,Banner Ad,0.06,5.2,52,51,49,Laptop,No,Low,48.7
ENG002101,CUST2101,Rivalry Match,198,65,Video Ad,0.24,16.0,91,92,90,Smart TV,Yes,Medium,90.1
ENG002102,CUST2102,League Match,154,45,Influencer Promotion,0.16,9.7,68,71,68,Mobile,Yes,Medium,68.6
ENG002103,CUST2103,Finals,246,79,Short Reel,0.35,26.2,99,99,98,Mobile,Yes,High,100.0
ENG002104,CUST2104,League Match,118,32,Banner Ad,0.08,5.8,58,56,54,Laptop,No,Low,52.8
ENG002105,CUST2105,Playoffs,216,70,Video Ad,0.26,18.6,90,93,90,Smart TV,Yes,High,92.7
ENG002106,CUST2106,Rivalry Match,205,68,Short Reel,0.32,21.4,95,97,95,Mobile,Yes,High,96.6
ENG002107,CUST2107,League Match,150,41,Influencer Promotion,0.15,8.6,66,68,66,Laptop,No,Medium,65.0
ENG002108,CUST2108,League Match,124,34,Banner Ad,0.09,6.3,59,58,56,Smart TV,No,Low,55.3
ENG002109,CUST2109,Finals,239,77,Short Reel,0.33,24.5,97,98,97,Mobile,Yes,High,98.8
ENG002110,CUST2110,Rivalry Match,185,59,Video Ad,0.21,14.2,86,88,85,Laptop,Yes,Medium,85.4
ENG002111,CUST2111,League Match,161,47,Influencer Promotion,0.18,10.8,72,74,72,Mobile,Yes,Medium,72.0
ENG002112,CUST2112,League Match,127,36,Banner Ad,0.10,6.9,61,59,58,Smart TV,No,Low,57.5
ENG002113,CUST2113,Playoffs,230,76,Short Reel,0.33,23.0,97,98,96,Mobile,Yes,High,98.4
ENG002114,CUST2114,League Match,110,26,Banner Ad,0.06,5.1,50,49,47,Laptop,No,Low,46.9
ENG002115,CUST2115,Finals,252,80,Short Reel,0.35,27.4,99,99,98,Mobile,Yes,High,100.0
ENG002116,CUST2116,Rivalry Match,194,62,Video Ad,0.23,15.3,88,90,87,Smart TV,Yes,Medium,88.3
ENG002117,CUST2117,League Match,146,39,Influencer Promotion,0.14,8.0,63,66,63,Laptop,No,Medium,62.6
ENG002118,CUST2118,League Match,131,37,Banner Ad,0.11,7.2,62,61,59,Smart TV,No,Low,58.2
ENG002119,CUST2119,Playoffs,225,74,Short Reel,0.30,21.3,94,96,94,Mobile,Yes,High,96.3
ENG002120,CUST2120,League Match,115,29,Banner Ad,0.07,5.4,54,53,51,Laptop,No,Low,50.0
ENG002121,CUST2121,Rivalry Match,200,64,Short Reel,0.32,20.1,94,96,92,Mobile,Yes,High,95.5
ENG002122,CUST2122,League Match,138,42,Video Ad,0.17,9.5,69,67,63,Laptop,No,Medium,66.5
ENG002123,CUST2123,Playoffs,225,76,Influencer Promotion,0.34,23.2,97,96,95,Mobile,Yes,High,98.5
ENG002124,CUST2124,League Match,111,29,Banner Ad,0.07,5.6,56,54,51,Smart TV,No,Low,50.9
