customer_id,age,gender,city,state,city_tier,occupation,monthly_income,cricket_interest_score,favorite_ipl_team,favorite_player,,preferred_streaming_platform,fantasy_cricket_user,sports_equipment_spending_per_month,preferred_shopping_platform,cricket_search_frequency_per_month,device_type,digital_engagement_score,likely_to_buy_cricket_kit
CUST1962,39,Male,Vijayawada,Andhra Pradesh,Tier 2,Working Professional,70500,6.6,Sunrisers Hyderabad,Pat Cummins,4,JioHotstar,No,2420,Flipkart,12,Laptop,67.0,No
CUST1963,20,Male,Gaya,Bihar,Tier 2,Student,9500,9.5,Chennai Super Kings,MS Dhoni,7,JioHotstar,Yes,2020,Amazon,34,Mobile,97.7,Yes
CUST1964,46,Female,Salem,Tamil Nadu,Tier 2,Business,101800,5.3,Chennai Super Kings,Ravindra Jadeja,2,TV,No,1920,Local Store,5,Smart TV,46.0,No
CUST1965,32,Male,Delhi,Delhi,Tier 1,Working Professional,78500,7.6,Delhi Capitals,Rishabh Pant,5,JioHotstar,Yes,3320,Brand Website,19,Laptop,80.2,Yes
CUST1966,22,Female,Tirupati,Andhra Pradesh,Tier 2,Student,13100,9.0,Sunrisers Hyderabad,Travis Head,6,JioHotstar,Yes,2420,Amazon,28,Mobile,91.2,Yes
CUST1967,37,Male,Noida,Uttar Pradesh,Tier 1,Working Professional,85500,7.2,Lucknow Super Giants,Nicholas Pooran,4,JioHotstar,No,2820,Brand Website,14,Laptop,73.7,No
CUST1968,21,Male,Jamshedpur,Jharkhand,Tier 2,Student,10500,9.6,Kolkata Knight Riders,Rinku Singh,7,JioHotstar,Yes,2120,Amazon,35,Mobile,98.0,Yes
CUST1969,45,Female,Nagpur,Maharashtra,Tier 2,Coach,76500,5.7,Mumbai Indians,Jasprit Bumrah,3,TV,No,3520,Brand Website,9,Smart TV,55.0,No
CUST1970,28,Male,Ahmedabad,Gujarat,Tier 1,Athlete,42500,9.3,Gujarat Titans,Rashid Khan,6,JioHotstar,Yes,5550,Brand Website,31,Mobile,94.8,Yes
CUST1971,33,Female,Kolkata,West Bengal,Tier 1,Working Professional,75500,7.5,Kolkata Knight Riders,Andre Russell,5,JioHotstar,Yes,2920,Amazon,19,Laptop,80.5,Yes
CUST1972,48,Male,Nagpur,Maharashtra,Tier 2,Business,108500,5.0,Mumbai Indians,Suryakumar Yadav,2,TV,No,1720,Local Store,4,Smart TV,45.2,No
CUST1973,24,Male,Patna,Bihar,Tier 2,Student,13100,9.2,Chennai Super Kings,Ruturaj Gaikwad,7,JioHotstar,Yes,2420,Amazon,30,Mobile,93.8,Yes
CUST1974,40,Female,Kochi,Kerala,Tier 2,Working Professional,72500,6.4,Mumbai Indians,Jasprit Bumrah,4,TV,No,2520,Flipkart,11,Laptop,66.0,No
CUST1975,26,Male,Hyderabad,Telangana,Tier 1,Working Professional,61500,8.4,Sunrisers Hyderabad,Pat Cummins,6,JioHotstar,Yes,3520,Amazon,25,Mobile,89.0,Yes
CUST1976,19,Male,Guwahati,Assam,Tier 2,Student,8500,9.8,Royal Challengers Bengaluru,Virat Kohli,7,JioHotstar,Yes,1820,Amazon,37,Mobile,99.5,Yes
CUST1977,42,Female,Indore,Madhya Pradesh,Tier 2,Coach,73500,6.1,Rajasthan Royals,Sanju Samson,3,TV,No,3320,Brand Website,9,Smart TV,56.2,No
CUST1978,30,Male,Mumbai,Maharashtra,Tier 1,Working Professional,76500,8.1,Mumbai Indians,Rohit Sharma,5,JioHotstar,Yes,3220,Amazon,21,Laptop,83.5,Yes
CUST1979,21,Female,Ranchi,Jharkhand,Tier 2,Student,10600,9.4,Kolkata Knight Riders,Sunil Narine,7,JioHotstar,Yes,2120,Amazon,32,Mobile,96.0,Yes
CUST1980,47,Male,Jaipur,Rajasthan,Tier 2,Business,103800,5.3,Rajasthan Royals,Jos Buttler,2,TV,No,1920,Local Store,5,Smart TV,47.8,No
CUST1981,27,Female,Pune,Maharashtra,Tier 1,Working Professional,68600,7.9,Chennai Super Kings,MS Dhoni,5,JioHotstar,Yes,3140,Amazon,20,Mobile,82.8,Yes
CUST1982,35,Male,Bengaluru,Karnataka,Tier 1,Working Professional,84000,7.2,Royal Challengers Bengaluru,Virat Kohli,4,JioHotstar,No,2840,Brand Website,14,Laptop,74.2,No
CUST1983,18,Male,Kanpur,Uttar Pradesh,Tier 2,Student,8000,9.9,Lucknow Super Giants,KL Rahul,7,JioHotstar,Yes,1740,Amazon,38,Mobile,99.6,Yes
CUST1984,43,Female,Visakhapatnam,Andhra Pradesh,Tier 2,Business,98000,5.6,Sunrisers Hyderabad,Pat Cummins,2,TV,No,2040,Local Store,5,Smart TV,48.2,No
CUST1985,24,Male,Delhi,Delhi,Tier 1,Athlete,40000,9.4,Delhi Capitals,Rishabh Pant,6,JioHotstar,Yes,5400,Brand Website,31,Mobile,94.0,Yes
CUST1986,38,Female,Ahmedabad,Gujarat,Tier 1,Working Professional,77800,6.8,Gujarat Titans,Shubman Gill,4,JioHotstar,No,2640,Flipkart,12,Laptop,71.5,No
CUST1987,20,Male,Dhanbad,Jharkhand,Tier 2,Student,10100,9.5,Kolkata Knight Riders,Rinku Singh,7,JioHotstar,Yes,2040,Amazon,34,Mobile,97.6,Yes
CUST1988,45,Male,Coimbatore,Tamil Nadu,Tier 2,Coach,74800,6.1,Chennai Super Kings,Ravindra Jadeja,3,TV,No,3540,Brand Website,9,Smart TV,54.5,No
CUST1989,30,Female,Chandigarh,Chandigarh,Tier 1,Working Professional,67800,7.7,Punjab Kings,Arshdeep Singh,5,JioHotstar,Yes,3140,Amazon,19,Mobile,81.8,Yes
CUST1990,17,Male,Aligarh,Uttar Pradesh,Tier 3,Student,7500,9.9,Royal Challengers Bengaluru,Virat Kohli,7,JioHotstar,Yes,1540,Amazon,37,Mobile,99.4,Yes
CUST1991,34,Male,Hyderabad,Telangana,Tier 1,Working Professional,80800,7.5,Sunrisers Hyderabad,Travis Head,5,JioHotstar,No,3140,Brand Website,15,Laptop,76.2,Yes
CUST1992,41,Female,Bhopal,Madhya Pradesh,Tier 2,Working Professional,71800,6.4,Mumbai Indians,Hardik Pandya,4,TV,No,2440,Flipkart,11,Laptop,65.5,No
CUST1993,23,Male,Meerut,Uttar Pradesh,Tier 2,Student,13700,9.2,Lucknow Super Giants,Nicholas Pooran,6,JioHotstar,Yes,2540,Amazon,28,Mobile,91.2,Yes
CUST1994,49,Male,Jodhpur,Rajasthan,Tier 2,Business,115000,4.8,Rajasthan Royals,Sanju Samson,2,TV,No,1640,Local Store,4,Smart TV,43.0,No
CUST1995,25,Female,Mumbai,Maharashtra,Tier 1,Working Professional,64000,8.3,Mumbai Indians,Suryakumar Yadav,5,JioHotstar,Yes,2940,Amazon,21,Mobile,83.5,Yes
CUST1996,36,Male,Lucknow,Uttar Pradesh,Tier 1,Working Professional,82800,7.0,Lucknow Super Giants,KL Rahul,4,JioHotstar,No,2740,Brand Website,13,Laptop,73.2,No
CUST1997,19,Male,Siliguri,West Bengal,Tier 2,Student,9100,9.8,Kolkata Knight Riders,Andre Russell,7,JioHotstar,Yes,1940,Amazon,35,Mobile,98.4,Yes
CUST1998,44,Female,Warangal,Telangana,Tier 2,Coach,74000,6.0,Sunrisers Hyderabad,Heinrich Klaasen,3,TV,No,3440,Brand Website,9,Smart TV,55.5,No
CUST1999,27,Male,Faridabad,Haryana,Tier 1,Athlete,41000,9.3,Punjab Kings,Shikhar Dhawan,6,JioHotstar,Yes,5400,Brand Website,30,Mobile,94.2,Yes
CUST2000,47,Male,Udaipur,Rajasthan,Tier 2,Business,107000,5.2,Rajasthan Royals,Yashasvi Jaiswal,2,TV,No,1840,Local Store,5,Smart TV,46.5,No
CUST2001,29,Female,Thane,Maharashtra,Tier 1,Working Professional,70800,7.8,Mumbai Indians,Rohit Sharma,5,JioHotstar,Yes,3040,Amazon,20,Mobile,82.5,Yes
CUST2002,39,Male,Vijayawada,Andhra Pradesh,Tier 2,Working Professional,70800,6.7,Sunrisers Hyderabad,Pat Cummins,4,JioHotstar,No,2440,Flipkart,12,Laptop,67.2,No
CUST2003,20,Male,Gaya,Bihar,Tier 2,Student,9600,9.6,Chennai Super Kings,MS Dhoni,7,JioHotstar,Yes,2040,Amazon,34,Mobile,97.9,Yes
CUST2004,46,Female,Salem,Tamil Nadu,Tier 2,Business,102000,5.4,Chennai Super Kings,Ravindra Jadeja,2,TV,No,1940,Local Store,5,Smart TV,46.2,No
CUST2005,32,Male,Delhi,Delhi,Tier 1,Working Professional,78800,7.7,Delhi Capitals,Rishabh Pant,5,JioHotstar,Yes,3340,Brand Website,19,Laptop,80.5,Yes
CUST2006,22,Female,Tirupati,Andhra Pradesh,Tier 2,Student,13200,9.1,Sunrisers Hyderabad,Travis Head,6,JioHotstar,Yes,2440,Amazon,28,Mobile,91.5,Yes
CUST2007,37,Male,Noida,Uttar Pradesh,Tier 1,Working Professional,85800,7.3,Lucknow Super Giants,Nicholas Pooran,4,JioHotstar,No,2840,Brand Website,14,Laptop,74.0,No
CUST2008,21,Male,Jamshedpur,Jharkhand,Tier 2,Student,10600,9.7,Kolkata Knight Riders,Rinku Singh,7,JioHotstar,Yes,2140,Amazon,35,Mobile,98.2,Yes
CUST2009,45,Female,Nagpur,Maharashtra,Tier 2,Coach,76800,5.8,Mumbai Indians,Jasprit Bumrah,3,TV,No,3540,Brand Website,9,Smart TV,55.2,No
CUST2010,28,Male,Ahmedabad,Gujarat,Tier 1,Athlete,42800,9.4,Gujarat Titans,Rashid Khan,6,JioHotstar,Yes,5600,Brand Website,31,Mobile,95.0,Yes
CUST2011,33,Female,Kolkata,West Bengal,Tier 1,Working Professional,75800,7.6,Kolkata Knight Riders,Andre Russell,5,JioHotstar,Yes,2940,Amazon,19,Laptop,80.8,Yes
CUST2012,48,Male,Nagpur,Maharashtra,Tier 2,Business,109000,5.1,Mumbai Indians,Suryakumar Yadav,2,TV,No,1740,Local Store,4,Smart TV,45.5,No
CUST2013,24,Male,Patna,Bihar,Tier 2,Student,13200,9.3,Chennai Super Kings,Ruturaj Gaikwad,7,JioHotstar,Yes,2440,Amazon,30,Mobile,94.0,Yes
CUST2014,40,Female,Kochi,Kerala,Tier 2,Working Professional,72800,6.5,Mumbai Indians,Jasprit Bumrah,4,TV,No,2540,Flipkart,11,Laptop,66.2,No
CUST2015,26,Male,Hyderabad,Telangana,Tier 1,Working Professional,61800,8.5,Sunrisers Hyderabad,Pat Cummins,6,JioHotstar,Yes,3540,Amazon,25,Mobile,89.2,Yes
CUST2016,19,Male,Guwahati,Assam,Tier 2,Student,8600,9.9,Royal Challengers Bengaluru,Virat Kohli,7,JioHotstar,Yes,1840,Amazon,37,Mobile,99.7,Yes
CUST2017,42,Female,Indore,Madhya Pradesh,Tier 2,Coach,73800,6.2,Rajasthan Royals,Sanju Samson,3,TV,No,3340,Brand Website,9,Smart TV,56.5,No
CUST2018,30,Male,Mumbai,Maharashtra,Tier 1,Working Professional,76800,8.2,Mumbai Indians,Rohit Sharma,5,JioHotstar,Yes,3240,Amazon,21,Laptop,83.8,Yes
CUST2019,21,Female,Ranchi,Jharkhand,Tier 2,Student,10700,9.5,Kolkata Knight Riders,Sunil Narine,7,JioHotstar,Yes,2140,Amazon,32,Mobile,96.2,Yes
CUST2020,47,Male,Jaipur,Rajasthan,Tier 2,Business,104000,5.4,Rajasthan Royals,Jos Buttler,2,TV,No,1940,Local Store,5,Smart TV,48.0,No
CUST2021,27,Female,Pune,Maharashtra,Tier 1,Working Professional,68800,8.0,Chennai Super Kings,MS Dhoni,5,JioHotstar,Yes,3160,Amazon,20,Mobile,83.0,Yes
CUST2022,35,Male,Bengaluru,Karnataka,Tier 1,Working Professional,84200,7.3,Royal Challengers Bengaluru,Virat Kohli,4,JioHotstar,No,2860,Brand Website,14,Laptop,74.5,No
CUST2023,18,Male,Kanpur,Uttar Pradesh,Tier 2,Student,8100,10.0,Lucknow Super Giants,KL Rahul,7,JioHotstar,Yes,1760,Amazon,38,Mobile,99.8,Yes
CUST2024,43,Female,Visakhapatnam,Andhra Pradesh,Tier 2,Business,98200,5.7,Sunrisers Hyderabad,Pat Cummins,2,TV,No,2060,Local Store,5,Smart TV,48.5,No
CUST2025,24,Male,Delhi,Delhi,Tier 1,Athlete,40200,9.5,Delhi Capitals,Rishabh Pant,6,JioHotstar,Yes,5450,Brand Website,31,Mobile,94.3,Yes
CUST2026,38,Female,Ahmedabad,Gujarat,Tier 1,Working Professional,78000,6.9,Gujarat Titans,Shubman Gill,4,JioHotstar,No,2660,Flipkart,12,Laptop,71.8,No
CUST2027,20,Male,Dhanbad,Jharkhand,Tier 2,Student,10200,9.6,Kolkata Knight Riders,Rinku Singh,7,JioHotstar,Yes,2060,Amazon,34,Mobile,98.0,Yes
CUST2028,45,Male,Coimbatore,Tamil Nadu,Tier 2,Coach,75000,6.2,Chennai Super Kings,Ravindra Jadeja,3,TV,No,3560,Brand Website,9,Smart TV,54.8,No
CUST2029,30,Female,Chandigarh,Chandigarh,Tier 1,Working Professional,68000,7.8,Punjab Kings,Arshdeep Singh,5,JioHotstar,Yes,3160,Amazon,19,Mobile,82.0,Yes
CUST2030,17,Male,Aligarh,Uttar Pradesh,Tier 3,Student,7600,10.0,Royal Challengers Bengaluru,Virat Kohli,7,JioHotstar,Yes,1560,Amazon,37,Mobile,99.6,Yes
CUST2031,34,Male,Hyderabad,Telangana,Tier 1,Working Professional,81000,7.6,Sunrisers Hyderabad,Travis Head,5,JioHotstar,No,3160,Brand Website,15,Laptop,76.5,Yes
CUST2032,41,Female,Bhopal,Madhya Pradesh,Tier 2,Working Professional,72000,6.5,Mumbai Indians,Hardik Pandya,4,TV,No,2460,Flipkart,11,Laptop,65.8,No
CUST2033,23,Male,Meerut,Uttar Pradesh,Tier 2,Student,13800,9.3,Lucknow Super Giants,Nicholas Pooran,6,JioHotstar,Yes,2560,Amazon,28,Mobile,91.5,Yes
CUST2034,49,Male,Jodhpur,Rajasthan,Tier 2,Business,115500,4.9,Rajasthan Royals,Sanju Samson,2,TV,No,1660,Local Store,4,Smart TV,43.2,No
CUST2035,25,Female,Mumbai,Maharashtra,Tier 1,Working Professional,64200,8.4,Mumbai Indians,Suryakumar Yadav,5,JioHotstar,Yes,2960,Amazon,21,Mobile,83.8,Yes
CUST2036,36,Male,Lucknow,Uttar Pradesh,Tier 1,Working Professional,83000,7.1,Lucknow Super Giants,KL Rahul,4,JioHotstar,No,2760,Brand Website,13,Laptop,73.5,No
CUST2037,19,Male,Siliguri,West Bengal,Tier 2,Student,9200,9.9,Kolkata Knight Riders,Andre Russell,7,JioHotstar,Yes,1960,Amazon,35,Mobile,98.6,Yes
CUST2038,44,Female,Warangal,Telangana,Tier 2,Coach,74200,6.1,Sunrisers Hyderabad,Heinrich Klaasen,3,TV,No,3460,Brand Website,9,Smart TV,55.8,No
CUST2039,27,Male,Faridabad,Haryana,Tier 1,Athlete,41200,9.4,Punjab Kings,Shikhar Dhawan,6,JioHotstar,Yes,5450,Brand Website,30,Mobile,94.5,Yes
CUST2040,47,Male,Udaipur,Rajasthan,Tier 2,Business,107500,5.3,Rajasthan Royals,Yashasvi Jaiswal,2,TV,No,1860,Local Store,5,Smart TV,46.8,No
CUST2041,29,Female,Thane,Maharashtra,Tier 1,Working Professional,71000,7.9,Mumbai Indians,Rohit Sharma,5,JioHotstar,Yes,3060,Amazon,20,Mobile,82.8,Yes
CUST2042,39,Male,Vijayawada,Andhra Pradesh,Tier 2,Working Professional,71000,6.8,Sunrisers Hyderabad,Pat Cummins,4,JioHotstar,No,2460,Flipkart,12,Laptop,67.5,No
CUST2043,20,Male,Gaya,Bihar,Tier 2,Student,9700,9.7,Chennai Super Kings,MS Dhoni,7,JioHotstar,Yes,2060,Amazon,34,Mobile,98.2,Yes
CUST2044,46,Female,Salem,Tamil Nadu,Tier 2,Business,102500,5.5,Chennai Super Kings,Ravindra Jadeja,2,TV,No,1960,Local Store,5,Smart TV,46.5,No
CUST2045,32,Male,Delhi,Delhi,Tier 1,Working Professional,79000,7.8,Delhi Capitals,Rishabh Pant,5,JioHotstar,Yes,3360,Brand Website,19,Laptop,80.8,Yes
CUST2046,22,Female,Tirupati,Andhra Pradesh,Tier 2,Student,13300,9.2,Sunrisers Hyderabad,Travis Head,6,JioHotstar,Yes,2460,Amazon,28,Mobile,91.8,Yes
CUST2047,37,Male,Noida,Uttar Pradesh,Tier 1,Working Professional,86000,7.4,Lucknow Super Giants,Nicholas Pooran,4,JioHotstar,No,2860,Brand Website,14,Laptop,74.2,No
CUST2048,21,Male,Jamshedpur,Jharkhand,Tier 2,Student,10700,9.8,Kolkata Knight Riders,Rinku Singh,7,JioHotstar,Yes,2160,Amazon,35,Mobile,98.5,Yes
CUST2049,45,Female,Nagpur,Maharashtra,Tier 2,Coach,77000,5.9,Mumbai Indians,Jasprit Bumrah,3,TV,No,3560,Brand Website,9,Smart TV,55.5,No
CUST2050,28,Male,Ahmedabad,Gujarat,Tier 1,Athlete,43000,9.5,Gujarat Titans,Rashid Khan,6,JioHotstar,Yes,5650,Brand Website,31,Mobile,95.2,Yes
CUST2051,33,Female,Kolkata,West Bengal,Tier 1,Working Professional,76000,7.7,Kolkata Knight Riders,Andre Russell,5,JioHotstar,Yes,2960,Amazon,19,Laptop,81.0,Yes
CUST2052,48,Male,Nagpur,Maharashtra,Tier 2,Business,109500,5.2,Mumbai Indians,Suryakumar Yadav,2,TV,No,1760,Local Store,4,Smart TV,45.8,No
CUST2053,24,Male,Patna,Bihar,Tier 2,Student,13300,9.4,Chennai Super Kings,Ruturaj Gaikwad,7,JioHotstar,Yes,2460,Amazon,30,Mobile,94.2,Yes
CUST2054,40,Female,Kochi,Kerala,Tier 2,Working Professional,73000,6.6,Mumbai Indians,Jasprit Bumrah,4,TV,No,2560,Flipkart,11,Laptop,66.5,No
CUST2055,26,Male,Hyderabad,Telangana,Tier 1,Working Professional,62000,8.6,Sunrisers Hyderabad,Pat Cummins,6,JioHotstar,Yes,3560,Amazon,25,Mobile,89.5,Yes
CUST2056,19,Male,Guwahati,Assam,Tier 2,Student,8700,10.0,Royal Challengers Bengaluru,Virat Kohli,7,JioHotstar,Yes,1860,Amazon,37,Mobile,99.9,Yes
CUST2057,42,Female,Indore,Madhya Pradesh,Tier 2,Coach,74000,6.3,Rajasthan Royals,Sanju Samson,3,TV,No,3360,Brand Website,9,Smart TV,56.8,No
CUST2058,30,Male,Mumbai,Maharashtra,Tier 1,Working Professional,77000,8.3,Mumbai Indians,Rohit Sharma,5,JioHotstar,Yes,3260,Amazon,21,Laptop,84.0,Yes
CUST2059,21,Female,Ranchi,Jharkhand,Tier 2,Student,10800,9.6,Kolkata Knight Riders,Sunil Narine,7,JioHotstar,Yes,2160,Amazon,32,Mobile,96.5,Yes
CUST2060,47,Male,Jaipur,Rajasthan,Tier 2,Business,104500,5.5,Rajasthan Royals,Jos Buttler,2,TV,No,1960,Local Store,5,Smart TV,48.5,No
CUST2061,27,Female,Pune,Maharashtra,Tier 1,Working Professional,69000,8.1,Chennai Super Kings,MS Dhoni,5,JioHotstar,Yes,3180,Amazon,20,Mobile,83.2,Yes
CUST2062,35,Male,Bengaluru,Karnataka,Tier 1,Working Professional,84500,7.4,Royal Challengers Bengaluru,Virat Kohli,4,JioHotstar,No,2880,Brand Website,14,Laptop,74.8,No
CUST2063,18,Male,Kanpur,Uttar Pradesh,Tier 2,Student,8200,10.0,Lucknow Super Giants,KL Rahul,7,JioHotstar,Yes,1780,Amazon,38,Mobile,100.0,Yes
CUST2064,43,Female,Visakhapatnam,Andhra Pradesh,Tier 2,Business,98500,5.8,Sunrisers Hyderabad,Pat Cummins,2,TV,No,2080,Local Store,5,Smart TV,48.8,No
CUST2065,24,Male,Delhi,Delhi,Tier 1,Athlete,40500,9.6,Delhi Capitals,Rishabh Pant,6,JioHotstar,Yes,5500,Brand Website,31,Mobile,94.5,Yes
CUST2066,38,Female,Ahmedabad,Gujarat,Tier 1,Working Professional,78200,7.0,Gujarat Titans,Shubman Gill,4,JioHotstar,No,2680,Flipkart,12,Laptop,72.0,No
CUST2067,20,Male,Dhanbad,Jharkhand,Tier 2,Student,10300,9.7,Kolkata Knight Riders,Rinku Singh,7,JioHotstar,Yes,2080,Amazon,34,Mobile,98.4,Yes
CUST2068,45,Male,Coimbatore,Tamil Nadu,Tier 2,Coach,75200,6.3,Chennai Super Kings,Ravindra Jadeja,3,TV,No,3580,Brand Website,9,Smart TV,55.0,No
CUST2069,30,Female,Chandigarh,Chandigarh,Tier 1,Working Professional,68200,7.9,Punjab Kings,Arshdeep Singh,5,JioHotstar,Yes,3180,Amazon,19,Mobile,82.2,Yes
CUST2070,17,Male,Aligarh,Uttar Pradesh,Tier 3,Student,7700,10.0,Royal Challengers Bengaluru,Virat Kohli,7,JioHotstar,Yes,1580,Amazon,37,Mobile,99.8,Yes
CUST2071,34,Male,Hyderabad,Telangana,Tier 1,Working Professional,81200,7.7,Sunrisers Hyderabad,Travis Head,5,JioHotstar,No,3180,Brand Website,15,Laptop,76.8,Yes
CUST2072,41,Female,Bhopal,Madhya Pradesh,Tier 2,Working Professional,72200,6.6,Mumbai Indians,Hardik Pandya,4,TV,No,2480,Flipkart,11,Laptop,66.0,No
CUST2073,23,Male,Meerut,Uttar Pradesh,Tier 2,Student,13900,9.4,Lucknow Super Giants,Nicholas Pooran,6,JioHotstar,Yes,2580,Amazon,28,Mobile,91.8,Yes
CUST2074,49,Male,Jodhpur,Rajasthan,Tier 2,Business,116000,5.0,Rajasthan Royals,Sanju Samson,2,TV,No,1680,Local Store,4,Smart TV,43.5,No
CUST2075,25,Female,Mumbai,Maharashtra,Tier 1,Working Professional,64500,8.5,Mumbai Indians,Suryakumar Yadav,5,JioHotstar,Yes,2980,Amazon,21,Mobile,84.0,Yes
CUST2076,36,Male,Lucknow,Uttar Pradesh,Tier 1,Working Professional,83200,7.2,Lucknow Super Giants,KL Rahul,4,JioHotstar,No,2780,Brand Website,13,Laptop,73.8,No
CUST2077,19,Male,Siliguri,West Bengal,Tier 2,Student,9300,10.0,Kolkata Knight Riders,Andre Russell,7,JioHotstar,Yes,1980,Amazon,35,Mobile,98.8,Yes
CUST2078,44,Female,Warangal,Telangana,Tier 2,Coach,74500,6.2,Sunrisers Hyderabad,Heinrich Klaasen,3,TV,No,3480,Brand Website,9,Smart TV,56.0,No
CUST2079,27,Male,Faridabad,Haryana,Tier 1,Athlete,41500,9.5,Punjab Kings,Shikhar Dhawan,6,JioHotstar,Yes,5500,Brand Website,30,Mobile,94.8,Yes
CUST2080,47,Male,Udaipur,Rajasthan,Tier 2,Business,108000,5.4,Rajasthan Royals,Yashasvi Jaiswal,2,TV,No,1880,Local Store,5,Smart TV,47.0,No
CUST2081,29,Female,Thane,Maharashtra,Tier 1,Working Professional,71200,8.0,Mumbai Indians,Rohit Sharma,5,JioHotstar,Yes,3080,Amazon,20,Mobile,83.0,Yes
CUST2082,39,Male,Vijayawada,Andhra Pradesh,Tier 2,Working Professional,71200,6.9,Sunrisers Hyderabad,Pat Cummins,4,JioHotstar,No,2480,Flipkart,12,Laptop,67.8,No
CUST2083,20,Male,Gaya,Bihar,Tier 2,Student,9800,9.8,Chennai Super Kings,MS Dhoni,7,JioHotstar,Yes,2080,Amazon,34,Mobile,98.5,Yes
CUST2084,46,Female,Salem,Tamil Nadu,Tier 2,Business,103000,5.6,Chennai Super Kings,Ravindra Jadeja,2,TV,No,1980,Local Store,5,Smart TV,46.8,No
CUST2085,32,Male,Delhi,Delhi,Tier 1,Working Professional,79200,7.9,Delhi Capitals,Rishabh Pant,5,JioHotstar,Yes,3380,Brand Website,19,Laptop,81.0,Yes
CUST2086,22,Female,Tirupati,Andhra Pradesh,Tier 2,Student,13400,9.3,Sunrisers Hyderabad,Travis Head,6,JioHotstar,Yes,2480,Amazon,28,Mobile,92.0,Yes
CUST2087,37,Male,Noida,Uttar Pradesh,Tier 1,Working Professional,86200,7.5,Lucknow Super Giants,Nicholas Pooran,4,JioHotstar,No,2880,Brand Website,14,Laptop,74.5,No
CUST2088,21,Male,Jamshedpur,Jharkhand,Tier 2,Student,10800,9.9,Kolkata Knight Riders,Rinku Singh,7,JioHotstar,Yes,2180,Amazon,35,Mobile,98.8,Yes
CUST2089,45,Female,Nagpur,Maharashtra,Tier 2,Coach,77200,6.0,Mumbai Indians,Jasprit Bumrah,3,TV,No,3580,Brand Website,9,Smart TV,55.8,No
CUST2090,28,Male,Ahmedabad,Gujarat,Tier 1,Athlete,43200,9.6,Gujarat Titans,Rashid Khan,6,JioHotstar,Yes,5700,Brand Website,31,Mobile,95.5,Yes
CUST2091,33,Female,Kolkata,West Bengal,Tier 1,Working Professional,76200,7.8,Kolkata Knight Riders,Andre Russell,5,JioHotstar,Yes,2980,Amazon,19,Laptop,81.2,Yes
CUST2092,48,Male,Nagpur,Maharashtra,Tier 2,Business,110000,5.3,Mumbai Indians,Suryakumar Yadav,2,TV,No,1780,Local Store,4,Smart TV,46.0,No
CUST2093,24,Male,Patna,Bihar,Tier 2,Student,13400,9.5,Chennai Super Kings,Ruturaj Gaikwad,7,JioHotstar,Yes,2480,Amazon,30,Mobile,94.5,Yes
CUST2094,40,Female,Kochi,Kerala,Tier 2,Working Professional,73200,6.7,Mumbai Indians,Jasprit Bumrah,4,TV,No,2580,Flipkart,11,Laptop,66.8,No
CUST2095,26,Male,Hyderabad,Telangana,Tier 1,Working Professional,62200,8.7,Sunrisers Hyderabad,Pat Cummins,6,JioHotstar,Yes,3580,Amazon,25,Mobile,89.8,Yes
CUST2096,19,Male,Guwahati,Assam,Tier 2,Student,8800,10.0,Royal Challengers Bengaluru,Virat Kohli,7,JioHotstar,Yes,1880,Amazon,37,Mobile,100.0,Yes
CUST2097,42,Female,Indore,Madhya Pradesh,Tier 2,Coach,74200,6.4,Rajasthan Royals,Sanju Samson,3,TV,No,3380,Brand Website,9,Smart TV,57.0,No
CUST2098,30,Male,Mumbai,Maharashtra,Tier 1,Working Professional,77200,8.4,Mumbai Indians,Rohit Sharma,5,JioHotstar,Yes,3280,Amazon,21,Laptop,84.2,Yes
CUST2099,21,Female,Ranchi,Jharkhand,Tier 2,Student,10900,9.7,Kolkata Knight Riders,Sunil Narine,7,JioHotstar,Yes,2180,Amazon,32,Mobile,96.8,Yes
CUST2100,47,Male,Jaipur,Rajasthan,Tier 2,Business,105000,5.6,Rajasthan Royals,Jos Buttler,2,TV,No,1980,Local Store,5,Smart TV,49.0,No
CUST2101,28,Female,Pune,Maharashtra,Tier 1,Working Professional,69500,8.2,Chennai Super Kings,MS Dhoni,5,JioHotstar,Yes,3200,Amazon,21,Mobile,84.1,Yes
CUST2102,36,Male,Bengaluru,Karnataka,Tier 1,Working Professional,85200,7.5,Royal Challengers Bengaluru,Virat Kohli,4,JioHotstar,No,2900,Brand Website,15,Laptop,75.2,No
CUST2103,19,Male,Kanpur,Uttar Pradesh,Tier 2,Student,8400,10.0,Lucknow Super Giants,KL Rahul,7,JioHotstar,Yes,1800,Amazon,39,Mobile,100.0,Yes
CUST2104,44,Female,Visakhapatnam,Andhra Pradesh,Tier 2,Business,99000,5.9,Sunrisers Hyderabad,Pat Cummins,2,TV,No,2100,Local Store,5,Smart TV,49.0,No
CUST2105,25,Male,Delhi,Delhi,Tier 1,Athlete,42000,9.6,Delhi Capitals,Rishabh Pant,6,JioHotstar,Yes,5600,Brand Website,32,Mobile,95.0,Yes
CUST2106,39,Female,Ahmedabad,Gujarat,Tier 1,Working Professional,79000,7.1,Gujarat Titans,Shubman Gill,4,JioHotstar,No,2700,Flipkart,13,Laptop,72.5,No
